Site,SRR7666488,SRR7666480,SRR7666591,SRR7666498,SRR7666581,SRR7666588,SRR7666487,SRR7666500,SRR7666592,SRR7666589,SRR7666595,SRR7666482,SRR7666494,SRR7666490,SRR7666354,SRR7666485,SRR7666497,SRR7666355,SRR7666358,SRR7666351,SRR7666586,SRR7666483,SRR7666357,SRR7666352,SRR7666484,SRR7666348,SRR7666583,SRR7666599,SRR7666495,SRR7666596,SRR7666347,SRR7666481,start,end
chr21_39179986_39180284,,24.0,,,,,,,,,,20.0,,,,,,,,,,,41.0,,,,,,,,,8.0,chr21_39179986,chr21_39180284
chr21_39345958_39348291,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,chr21_39345958,chr21_39348291
chr21_39347478_39348291,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr21_39347478,chr21_39348291
chr21_39393280_39396865,,,,36.0,,1.0,,,,,,,,,,,,,30.0,,,,,,,,,8.0,,3.0,,,chr21_39393280,chr21_39396865
chr21_39391836_39396865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,chr21_39391836,chr21_39396865
chr21_42904276_42908863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,chr21_42904276,chr21_42908863
chr21_42897047_42908863,,,,,,3.0,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,chr21_42897047,chr21_42908863
chr21_43529962_43613829,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,chr21_43529962,chr21_43613829
chr21_43592328_43613829,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,,,,,40.0,,chr21_43592328,chr21_43613829
chr21_44330916_44331842,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,chr21_44330916,chr21_44331842
chr21_44330919_44331842,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,chr21_44330919,chr21_44331842
chr21_46635763_46636895,13.0,,,,,,19.0,,,,,,,9.0,,,13.0,,,,,,,,1.0,,,,,,,,chr21_46635763,chr21_46636895
chr21_46636547_46636895,,,,,8.0,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,chr21_46636547,chr21_46636895
chr21_46663554_46664294,,,3.0,,,,,4.0,,,,11.0,,,,,,,11.0,,,,,,,,,,,,,,chr21_46663554,chr21_46664294
chr21_46649739_46664294,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,chr21_46649739,chr21_46664294
chr22_17750174_17774380,,,,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,chr22_17750174,chr22_17774380
chr22_17750207_17774380,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,chr22_17750207,chr22_17774380
chr22_17739488_17774380,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,chr22_17739488,chr22_17774380
chr22_17744013_17774380,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,chr22_17744013,chr22_17774380
chr22_19354118_19356229,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,chr22_19354118,chr22_19356229
chr22_19355865_19356229,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,,,,,chr22_19355865,chr22_19356229
chr22_20315476_20319638,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr22_20315476,chr22_20319638
chr22_20316219_20319638,8.0,,,,,3.0,,,,,,,,20.0,,,,,,,,,,,,,,,,,16.0,,chr22_20316219,chr22_20319638
chr22_21628787_21629307,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,chr22_21628787,chr22_21629307
chr22_21629187_21629307,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,chr22_21629187,chr22_21629307
chr22_23313021_23314551,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,chr22_23313021,chr22_23314551
chr22_23314073_23314551,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,3.0,,,,,chr22_23314073,chr22_23314551
chr22_24544083_24546913,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,chr22_24544083,chr22_24546913
chr22_24543954_24546913,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,chr22_24543954,chr22_24546913
chr22_25667800_25674436,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,chr22_25667800,chr22_25674436
chr22_25672347_25674436,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr22_25672347,chr22_25674436
chr22_26492368_26494796,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,chr22_26492368,chr22_26494796
chr22_26494304_26494796,,,,,,1.0,,,,,,,,,,,,,,,,3.0,,,,,3.0,,,,,,chr22_26494304,chr22_26494796
chr22_28744704_28745863,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,chr22_28744704,chr22_28745863
chr22_28744709_28745863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,chr22_28744709,chr22_28745863
chr22_29278216_29286922,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,chr22_29278216,chr22_29286922
chr22_29282557_29286922,12.0,17.0,20.0,,,6.0,41.0,,1.0,,19.0,2.0,16.0,,,,,,46.0,17.0,,23.0,69.0,,,25.0,,,13.0,22.0,,1.0,chr22_29282557,chr22_29286922
chr22_29292606_29296238,,4.0,,,,,49.0,24.0,,,40.0,11.0,55.0,9.0,,,,,,,,22.0,101.0,,,23.0,,,9.0,,70.0,2.0,chr22_29292606,chr22_29296238
chr22_29280816_29296238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,chr22_29280816,chr22_29296238
chr22_29299280_29299598,,,,,,,,5.0,,,6.0,,,,,,,,,,,,9.0,,,,6.0,,,,,,chr22_29299280,chr22_29299598
chr22_29299331_29299598,10.0,6.0,1.0,,2.0,1.0,21.0,,,,13.0,6.0,16.0,14.0,,,,,,9.0,5.0,13.0,34.0,21.0,,18.0,,,,6.0,36.0,3.0,chr22_29299331,chr22_29299598
chr22_29604112_29636750,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr22_29604112,chr22_29636750
chr22_29628773_29636750,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,chr22_29628773,chr22_29636750
chr22_29731354_29738329,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,chr22_29731354,chr22_29738329
chr22_29731666_29738329,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,chr22_29731666,chr22_29738329
chr22_29767548_29769677,,,,30.0,,,,,,,,,27.0,,239.0,,,,,141.0,,,,33.0,,112.0,,,,,49.0,,chr22_29767548,chr22_29769677
chr22_29767607_29769677,,,,,,,,,,,,,,,,,,,,,2.0,,10.0,,,112.0,,,,,,,chr22_29767607,chr22_29769677
chr22_29793781_29800990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,chr22_29793781,chr22_29800990
chr22_29793676_29800990,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,14.0,chr22_29793676,chr22_29800990
chr22_30286948_30287154,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,chr22_30286948,chr22_30287154
chr22_30286951_30287154,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,chr22_30286951,chr22_30287154
chr22_30397170_30406341,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr22_30397170,chr22_30406341
chr22_30399718_30406341,,,16.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,6.0,chr22_30399718,chr22_30406341
chr22_30416403_30422276,,,26.0,,,,,,,,,,,,,7.0,,,,,,,,,,,1.0,,,,,,chr22_30416403,chr22_30422276
chr22_30418692_30422276,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr22_30418692,chr22_30422276
chr22_30969386_30972854,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr22_30969386,chr22_30972854
chr22_30971779_30972854,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr22_30971779,chr22_30972854
chr22_31105416_31105929,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr22_31105416,chr22_31105929
chr22_31105692_31105929,,,,,,,,,,,,,,,,25.0,106.0,,,,,,,,,103.0,3.0,,,,,,chr22_31105692,chr22_31105929
chr22_31187270_31192683,,,,,,,3.0,,,,1.0,,,5.0,,,,,,,,,,,,,,,,,,,chr22_31187270,chr22_31192683
chr22_31160303_31192683,,,,,6.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr22_31160303,chr22_31192683
chr22_31621885_31648100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,chr22_31621885,chr22_31648100
chr22_31626016_31648100,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,chr22_31626016,chr22_31648100
chr22_31648276_31662143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,chr22_31648276,chr22_31662143
chr22_31650778_31662143,,,,,,,,,,,,,5.0,10.0,,,,,,,,,,17.0,,,,,,,,,chr22_31650778,chr22_31662143
chr22_31950422_31956138,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,chr22_31950422,chr22_31956138
chr22_31955098_31956138,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,chr22_31955098,chr22_31956138
chr22_35346969_35347054,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,chr22_35346969,chr22_35347054
chr22_35346972_35347054,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr22_35346972,chr22_35347054
chr22_35756144_35759887,,,,,,,,,,,2.0,,,1.0,,,,52.0,,,,,,,7.0,,,,,,,,chr22_35756144,chr22_35759887
chr22_35746561_35759887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,,chr22_35746561,chr22_35759887
chr22_35781743_35809779,,,,,,,,,,,,,,,,,,,,27.0,,10.0,,,,,,,,,59.0,,chr22_35781743,chr22_35809779
chr22_35781746_35809779,30.0,,,,,,,,,,4.0,,,,,,,,,,,,,,18.0,,,,,,,,chr22_35781746,chr22_35809779
chr22_37677065_37679602,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,chr22_37677065,chr22_37679602
chr22_37678654_37679602,52.0,,,,29.0,,,,,,,,,,173.0,,,249.0,171.0,219.0,,18.0,81.0,394.0,4.0,362.0,,,,,228.0,,chr22_37678654,chr22_37679602
chr22_38202212_38213822,20.0,5.0,,,9.0,,,11.0,,,7.0,12.0,,,,,,,,,,29.0,,,,,,,,,,,chr22_38202212,chr22_38213822
chr22_38202238_38213822,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr22_38202238,chr22_38213822
chr22_38656750_38665545,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,chr22_38656750,chr22_38665545
chr22_38657143_38665545,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr22_38657143,chr22_38665545
chr22_38665685_38668016,,,,36.0,,,,,,,,,,,,47.0,,,,,,,,,,,,,,,,,chr22_38665685,chr22_38668016
chr22_38656750_38668016,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr22_38656750,chr22_38668016
chr22_38670989_38673158,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr22_38670989,chr22_38673158
chr22_38671188_38673158,,,,12.0,,,,,,,,,,15.0,,,,,,,,,,,,,,,,2.0,,,chr22_38671188,chr22_38673158
chr22_39313310_39314106,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr22_39313310,chr22_39314106
chr22_39313729_39314106,,,,,,,,,,,,,,,,,,,,,,,296.0,,,,,,,,,,chr22_39313729,chr22_39314106
chr22_40156182_40246014,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,chr22_40156182,chr22_40246014
chr22_40178140_40246014,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,chr22_40178140,chr22_40246014
chr22_40267036_40273424,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,chr22_40267036,chr22_40273424
chr22_40270280_40273424,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr22_40270280,chr22_40273424
chr22_40401675_40402138,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr22_40401675,chr22_40402138
chr22_40400813_40402138,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,chr22_40400813,chr22_40402138
chr22_40779125_40792524,,,,,,8.0,,,,,,22.0,,,,,,,,,,,,,,,1.0,,33.0,,,,chr22_40779125,chr22_40792524
chr22_40779894_40792524,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,chr22_40779894,chr22_40792524
chr22_42808890_42817141,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr22_42808890,chr22_42817141
chr22_42810944_42817141,,5.0,,,,,,,,,,7.0,,,,,,,,8.0,,,,,,,,,2.0,,,,chr22_42810944,chr22_42817141
chr22_42841016_42847513,,45.0,,,,,,,,,,13.0,,,,,,,,,,13.0,,,,,,10.0,4.0,,,,chr22_42841016,chr22_42847513
chr22_42841447_42847513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,chr22_42841447,chr22_42847513
chr22_42871469_42876136,,,4.0,,,,5.0,2.0,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,chr22_42871469,chr22_42876136
chr22_42872151_42876136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,chr22_42872151,chr22_42876136
chr22_43159420_43161051,,27.0,,16.0,1.0,38.0,38.0,17.0,8.0,,16.0,32.0,,21.0,,,,,,,23.0,,19.0,,,,3.0,13.0,,,61.0,,chr22_43159420,chr22_43161051
chr22_43159336_43161051,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr22_43159336,chr22_43161051
chr2_100011571_100104401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,chr2_100011571,chr2_100104401
chr2_100008932_100104401,,,3.0,,,,,,,,,,1.0,,,,4.0,,,,,,,,,,,,,,,5.0,chr2_100008932,chr2_100104401
chr2_101295181_101308128,,,5.0,,,,,,,,9.0,,,,,,,,40.0,,,,,,,,,,,,,18.0,chr2_101295181,chr2_101308128
chr2_101307991_101308128,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,chr2_101307991,chr2_101308128
chr2_102154017_102157718,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,chr2_102154017,chr2_102157718
chr2_102156246_102157718,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,chr2_102156246,chr2_102157718
chr2_105367739_105386360,,,,,4.0,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,chr2_105367739,chr2_105386360
chr2_105373733_105386360,,11.0,3.0,,,11.0,40.0,,,,,,45.0,,,,,,,,,,,,,,,6.0,,,,,chr2_105373733,chr2_105386360
chr2_10622150_10644319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,chr2_10622150,chr2_10644319
chr2_10624123_10644319,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,chr2_10624123,chr2_10644319
chr2_10607311_10644319,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,chr2_10607311,chr2_10644319
chr2_108534594_108659604,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,chr2_108534594,chr2_108659604
chr2_108570800_108659604,,,,,,,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,chr2_108570800,chr2_108659604
chr2_11164261_11171924,,,,,,,,,,,,16.0,,,,26.0,,,,,,,,,,,,,,10.0,,,chr2_11164261,chr2_11171924
chr2_11170263_11171924,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,,,,,,chr2_11170263,chr2_11171924
chr2_11172045_11177736,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,,,,,,,chr2_11172045,chr2_11177736
chr2_11175009_11177736,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,chr2_11175009,chr2_11177736
chr2_112652798_112657121,,24.0,,,,,7.0,1.0,,,,,,,,,,,,,,,,,,71.0,,,,,41.0,,chr2_112652798,chr2_112657121
chr2_112652947_112657121,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,chr2_112652947,chr2_112657121
chr2_112657241_112658824,,,,,,,,,,,,,,,,,,,,,,,9.0,,,62.0,,,,,34.0,,chr2_112657241,chr2_112658824
chr2_112652798_112658824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,chr2_112652798,chr2_112658824
chr2_113438022_113441350,,,,,,4.0,,,,,1.0,,,4.0,,3.0,3.0,,,,,1.0,,,3.0,31.0,3.0,3.0,,,,1.0,chr2_113438022,chr2_113441350
chr2_113439117_113441350,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_113439117,chr2_113441350
chr2_113465173_113482176,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,chr2_113465173,chr2_113482176
chr2_113471089_113482176,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,chr2_113471089,chr2_113482176
chr2_11637916_11640290,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_11637916,chr2_11640290
chr2_11638809_11640290,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_11638809,chr2_11640290
chr2_118088666_118096418,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,chr2_118088666,chr2_118096418
chr2_118088541_118096418,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,1.0,,,chr2_118088541,chr2_118096418
chr2_119367931_119368187,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,chr2_119367931,chr2_119368187
chr2_119367060_119368187,,,,,,,2.0,11.0,,,,,5.0,,,,,,,,,,,,,40.0,,9.0,1.0,,,,chr2_119367060,chr2_119368187
chr2_119367644_119368187,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,chr2_119367644,chr2_119368187
chr2_121757333_121761408,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_121757333,chr2_121761408
chr2_121758806_121761408,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,chr2_121758806,chr2_121761408
chr2_127505752_127526174,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,chr2_127505752,chr2_127526174
chr2_127523791_127526174,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,1.0,,,chr2_127523791,chr2_127526174
chr2_130344712_130345375,,,,,,4.0,,,,,7.0,8.0,,,,40.0,,,,,8.0,,,,,,,1.0,,,,,chr2_130344712,chr2_130345375
chr2_130344725_130345375,,,,,,,,,,,,,,,,,,,,,,,,,,141.0,,,,,,,chr2_130344725,chr2_130345375
chr2_131140275_131146636,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,chr2_131140275,chr2_131146636
chr2_131144449_131146636,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_131144449,chr2_131146636
chr2_133439575_133517457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,chr2_133439575,chr2_133517457
chr2_133303110_133517457,,,,,,,,,,,,,,,,,47.0,,,,,,,,,,,6.0,21.0,,,2.0,chr2_133303110,chr2_133517457
chr2_133492528_133517457,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_133492528,chr2_133517457
chr2_133559117_133641356,,,,,,2.0,,,,,,,,,,,36.0,,,,,,,,,,,6.0,13.0,,,,chr2_133559117,chr2_133641356
chr2_133517587_133641356,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,chr2_133517587,chr2_133641356
chr2_134942674_134946100,,,,,,,,,,,,,,5.0,,,,,,29.0,3.0,,,,,,,,,,,,chr2_134942674,chr2_134946100
chr2_134945982_134946100,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_134945982,chr2_134946100
chr2_134946146_134947735,,,,,,,,,1.0,,,,,6.0,,,,,,,,,,,,,,,,,,,chr2_134946146,chr2_134947735
chr2_134946465_134947735,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,chr2_134946465,chr2_134947735
chr2_135742011_135748266,110.0,,24.0,24.0,,15.0,,6.0,8.0,,,,,,126.0,14.0,,,,63.0,17.0,,50.0,49.0,,13.0,10.0,7.0,12.0,5.0,56.0,,chr2_135742011,chr2_135748266
chr2_135742594_135748266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,chr2_135742594,chr2_135748266
chr2_135911493_135914468,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,chr2_135911493,chr2_135914468
chr2_135912566_135914468,4.0,11.0,,16.0,3.0,,,,,,7.0,67.0,,,,31.0,,,,,,,,,26.0,,,,69.0,,,15.0,chr2_135912566,chr2_135914468
chr2_135925827_135932782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,chr2_135925827,chr2_135932782
chr2_135924498_135932782,,3.0,,,4.0,4.0,,,,,11.0,123.0,,,,45.0,,,,,,,,,43.0,,,,85.0,,,,chr2_135924498,chr2_135932782
chr2_147845207_147915190,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,chr2_147845207,chr2_147915190
chr2_147899898_147915190,21.0,7.0,,,,,,,,,,,,,80.0,,,,38.0,,,20.0,72.0,,1.0,,,,,,,,chr2_147899898,chr2_147915190
chr2_148765146_148769150,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,chr2_148765146,chr2_148769150
chr2_148768253_148769150,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_148768253,chr2_148769150
chr2_149000782_149005392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,chr2_149000782,chr2_149005392
chr2_149004956_149005392,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,chr2_149004956,chr2_149005392
chr2_149005464_149007962,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,chr2_149005464,chr2_149007962
chr2_149006541_149007962,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,chr2_149006541,chr2_149007962
chr2_149378775_149437637,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,chr2_149378775,chr2_149437637
chr2_149330722_149437637,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,chr2_149330722,chr2_149437637
chr2_150474984_150487267,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,2.0,,,chr2_150474984,chr2_150487267
chr2_150486781_150487267,4.0,,,,,,,38.0,6.0,,,,,,,,6.0,,60.0,34.0,,8.0,102.0,,,59.0,,,,15.0,,,chr2_150486781,chr2_150487267
chr2_151416688_151420189,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_151416688,chr2_151420189
chr2_151416901_151420189,,2.0,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,chr2_151416901,chr2_151420189
chr2_151443329_151445337,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_151443329,chr2_151445337
chr2_151443709_151445337,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,chr2_151443709,chr2_151445337
chr2_152663967_152664137,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_152663967,chr2_152664137
chr2_152663979_152664137,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,3.0,,,,chr2_152663979,chr2_152664137
chr2_152679109_152679351,11.0,,,,20.0,5.0,,31.0,,,5.0,,9.0,,,,,,,,3.0,,,,,,2.0,,30.0,2.0,,,chr2_152679109,chr2_152679351
chr2_152677475_152679351,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,4.0,,,,,,chr2_152677475,chr2_152679351
chr2_15607313_15617243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,chr2_15607313,chr2_15617243
chr2_15613284_15617243,,,1.0,,,2.0,,,,,,,,,,,20.0,,,,,,,,36.0,,,,14.0,,,,chr2_15613284,chr2_15617243
chr2_158340680_158456414,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,chr2_158340680,chr2_158456414
chr2_158358570_158456414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,chr2_158358570,chr2_158456414
chr2_159395834_159397344,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,chr2_159395834,chr2_159397344
chr2_159397100_159397344,,,,,,,,,,,,,,21.0,,,,,,,,,,,30.0,,,,,,32.0,,chr2_159397100,chr2_159397344
chr2_159398894_159404848,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,chr2_159398894,chr2_159404848
chr2_159400664_159404848,,2.0,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,24.0,,chr2_159400664,chr2_159404848
chr2_159411995_159412334,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_159411995,chr2_159412334
chr2_159405114_159412334,,14.0,,4.0,,,4.0,,,,,,,8.0,,,,,,,,,,,14.0,,4.0,,,,55.0,,chr2_159405114,chr2_159412334
chr2_159412545_159428310,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_159412545,chr2_159428310
chr2_159428042_159428310,,15.0,,8.0,,,,,,,,,,,,,,,,,,,,,30.0,,2.0,13.0,,,90.0,,chr2_159428042,chr2_159428310
chr2_159712606_159743060,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,chr2_159712606,chr2_159743060
chr2_159729175_159743060,,,,,,,,10.0,,,,,4.0,,,,,,,1.0,,26.0,5.0,,,,,19.0,,5.0,,,chr2_159729175,chr2_159743060
chr2_160112199_160126378,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,chr2_160112199,chr2_160126378
chr2_160123888_160126378,,,,,,,3.0,,,,,6.0,,2.0,,,,,,,,,,,,,,,,,,,chr2_160123888,chr2_160126378
chr2_160195615_160200002,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,chr2_160195615,chr2_160200002
chr2_160199258_160200002,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,chr2_160199258,chr2_160200002
chr2_160282304_160284774,,20.0,,,,,12.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,chr2_160282304,chr2_160284774
chr2_160281364_160284774,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_160281364,chr2_160284774
chr2_160300730_160303329,,4.0,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_160300730,chr2_160303329
chr2_160302824_160303329,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,chr2_160302824,chr2_160303329
chr2_161137063_161179613,7.0,,,34.0,,,,,,,,13.0,,18.0,,,,,35.0,46.0,,,,,64.0,,,,,,,,chr2_161137063,chr2_161179613
chr2_161160484_161179613,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,chr2_161160484,chr2_161179613
chr2_161160486_161179613,,,,,,4.0,,,,,,,,,,27.0,22.0,,,,,,,,,,,,,,,,chr2_161160486,chr2_161179613
chr2_161161412_161179613,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,chr2_161161412,chr2_161179613
chr2_161224746_161235341,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,chr2_161224746,chr2_161235341
chr2_161231551_161235341,,,,,,,,,,,,2.0,,,,29.0,,,,26.0,,,,,11.0,,,,,,,,chr2_161231551,chr2_161235341
