Site,SRR7666488,SRR7666480,SRR7666591,SRR7666498,SRR7666581,SRR7666588,SRR7666487,SRR7666500,SRR7666592,SRR7666589,SRR7666595,SRR7666482,SRR7666494,SRR7666490,SRR7666354,SRR7666485,SRR7666497,SRR7666355,SRR7666358,SRR7666351,SRR7666586,SRR7666483,SRR7666357,SRR7666352,SRR7666484,SRR7666348,SRR7666583,SRR7666599,SRR7666495,SRR7666596,SRR7666347,SRR7666481,start,end
chr2_240507691_240509347,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,chr2_240507691,chr2_240509347
chr2_240507691_240511860,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,chr2_240507691,chr2_240511860
chr2_241166441_241167044,,,,,,11.0,,,,,,25.0,,,,,,,,,,,,,,,,,,4.0,,,chr2_241166441,chr2_241167044
chr2_241166441_241169780,,,,,,6.0,,3.0,,,,,14.0,,,,,,,,,,37.0,,,,,,,,,,chr2_241166441,chr2_241169780
chr2_241268541_241271916,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,chr2_241268541,chr2_241271916
chr2_241268541_241272760,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_241268541,chr2_241272760
chr2_241268541_241315101,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,2.0,,,,,,chr2_241268541,chr2_241315101
chr2_241268541_241315569,,,,,,,,,,,4.0,,14.0,,,,,,,,,,,,,,2.0,,,,,,chr2_241268541,chr2_241315569
chr2_241315982_241324215,,,,,,2.0,,,,,,,,,36.0,,,,7.0,5.0,,,,12.0,,42.0,,7.0,3.0,1.0,10.0,,chr2_241315982,chr2_241324215
chr2_241315982_241317498,4.0,,,,,,,,,,,,,,,,,,,,,,4.0,,11.0,,,,,,20.0,,chr2_241315982,chr2_241317498
chr2_241315982_241335125,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,chr2_241315982,chr2_241335125
chr2_241335212_241335974,,,,,1.0,1.0,,,,10.0,2.0,,,,,16.0,,,17.0,,1.0,,4.0,34.0,,100.0,2.0,2.0,,5.0,32.0,,chr2_241335212,chr2_241335974
chr2_241335212_241335958,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,chr2_241335212,chr2_241335958
chr2_241606473_241632916,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_241606473,chr2_241632916
chr2_241606473_241617411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,chr2_241606473,chr2_241617411
chr2_24820114_24820383,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_24820114,chr2_24820383
chr2_24820114_24820723,,,,17.0,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,chr2_24820114,chr2_24820723
chr2_25379323_25383835,,,,,,,3.0,8.0,,,,18.0,,,,,,,,,,,,,,,,,,,,,chr2_25379323,chr2_25383835
chr2_25379323_25387288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,chr2_25379323,chr2_25387288
chr2_25580826_25596085,,,,,,,17.0,15.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,chr2_25580826,chr2_25596085
chr2_25580826_25607235,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,chr2_25580826,chr2_25607235
chr2_271939_272036,,,,,2.0,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,chr2_271939,chr2_272036
chr2_271939_272191,,,,,,,,,,,,,,,,,,24.0,,,,,14.0,,,,,,,,,,chr2_271939,chr2_272191
chr2_27312772_27322447,,,,,,,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,chr2_27312772,chr2_27322447
chr2_27312772_27312993,,,,,9.0,,,,,,,,18.0,29.0,,,,,,,3.0,,70.0,16.0,,,,,12.0,,40.0,,chr2_27312772,chr2_27312993
chr2_27322522_27322989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,chr2_27322522,chr2_27322989
chr2_27322522_27323051,,,,,1.0,,,3.0,,,,,7.0,,,,,,,,,,6.0,2.0,,,,,,,3.0,,chr2_27322522,chr2_27323051
chr2_27366936_27367073,,,,,,,,,,,8.0,,,,,,,,,,4.0,,,,,,,,,,,,chr2_27366936,chr2_27367073
chr2_27366936_27367169,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_27366936,chr2_27367169
chr2_27367559_27367745,,,18.0,,,,,13.0,,,21.0,,,,,,,,,,,,,,,,12.0,20.0,,,,,chr2_27367559,chr2_27367745
chr2_27367559_27369005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,chr2_27367559,chr2_27369005
chr2_27371343_27372622,15.0,,6.0,,13.0,,,,,,8.0,7.0,,,,,,,32.0,20.0,,,,26.0,,,,,,2.0,38.0,,chr2_27371343,chr2_27372622
chr2_27371343_27373246,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,chr2_27371343,chr2_27373246
chr2_27444061_27444188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,chr2_27444061,chr2_27444188
chr2_27444061_27444185,,,,,,,,,,,6.0,,,,,,,,,,3.0,,,,,,,,,4.0,,,chr2_27444061,chr2_27444185
chr2_27492478_27492665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,chr2_27492478,chr2_27492665
chr2_27492478_27493388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,chr2_27492478,chr2_27493388
chr2_27772692_27774423,,,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,38.0,,,,,,2.0,chr2_27772692,chr2_27774423
chr2_27772692_27779432,,,,,,,3.0,,,,,,,,,,,,,,,5.0,,,,,,,,,14.0,,chr2_27772692,chr2_27779432
chr2_28241393_28244779,,3.0,,,,,,4.0,,,3.0,,,,,,4.0,,,,,,16.0,,,,1.0,,,,,,chr2_28241393,chr2_28244779
chr2_28241393_28298337,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_28241393,chr2_28298337
chr2_28298491_28338449,,13.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,chr2_28298491,chr2_28338449
chr2_28298491_28327273,,,,,,,14.0,,,,,,,,,,,,,,,,9.0,,,,,,,,,,chr2_28298491,chr2_28327273
chr2_28776982_28778808,14.0,,,,,,,,,,,,,,,,,74.0,,,,,,,,,,,,,,,chr2_28776982,chr2_28778808
chr2_28776982_28778350,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,chr2_28776982,chr2_28778350
chr2_28914208_28917892,,,,,,,28.0,,,,,13.0,,,,,,71.0,,75.0,,,,,32.0,,,,,,,,chr2_28914208,chr2_28917892
chr2_28914208_28922918,,,,,,,,,,,,,,,,,,,,,,,,61.0,,,,,,,,,chr2_28914208,chr2_28922918
chr2_30147062_30148244,,,,,,,,,,,,,,,,,,,15.0,,,,2.0,,,,,,,,,,chr2_30147062,chr2_30148244
chr2_30147062_30155849,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,chr2_30147062,chr2_30155849
chr2_30147062_30156627,5.0,,,,,,,,,,,,10.0,3.0,,,20.0,5.0,,38.0,,,,,5.0,,,,2.0,,,,chr2_30147062,chr2_30156627
chr2_30148541_30155849,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,chr2_30148541,chr2_30155849
chr2_30148541_30156627,,,,,,,,,,,,,,,,,,,47.0,,,,18.0,,,,,,,,,,chr2_30148541,chr2_30156627
chr2_32509994_32510525,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_32509994,chr2_32510525
chr2_32509994_32510585,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,chr2_32509994,chr2_32510585
chr2_37212039_37212334,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,chr2_37212039,chr2_37212334
chr2_37212039_37212227,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,chr2_37212039,chr2_37212227
chr2_38745187_38746143,3.0,11.0,2.0,4.0,,6.0,13.0,22.0,1.0,,5.0,53.0,5.0,19.0,,,,,,,,11.0,,,30.0,,15.0,,,7.0,,,chr2_38745187,chr2_38746143
chr2_38745187_38746693,,,6.0,63.0,,,,,2.0,,,,5.0,,,14.0,,,,,,,,,,,,,,,,,chr2_38745187,chr2_38746693
chr2_38746747_38747061,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,chr2_38746747,chr2_38747061
chr2_38746747_38748046,,10.0,10.0,71.0,4.0,,,,5.0,12.0,,49.0,16.0,16.0,,,,,,,,14.0,,,8.0,,10.0,,,,,4.0,chr2_38746747,chr2_38748046
chr2_38746747_38748055,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_38746747,chr2_38748055
chr2_38748653_38748897,,,,,,,,,13.0,,,45.0,,,,,,,,,,,,,,,,,,,,,chr2_38748653,chr2_38748897
chr2_38748653_38749239,33.0,,,,,,28.0,,,,,30.0,17.0,,,,,,,,,,,,,,,,,,,,chr2_38748653,chr2_38749239
chr2_38748653_38749528,,,13.0,60.0,,,,11.0,5.0,11.0,,,,13.0,,,,,,,3.0,,,,,,14.0,,,,,,chr2_38748653,chr2_38749528
chr2_42353343_42361089,6.0,,,,,,,4.0,,,,,4.0,,,,,,,,,9.0,,,,35.0,,,,1.0,,,chr2_42353343,chr2_42361089
chr2_42353343_42360937,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_42353343,chr2_42360937
chr2_42609584_42640172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,chr2_42609584,chr2_42640172
chr2_42609584_42644126,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,chr2_42609584,chr2_42644126
chr2_42682589_42685933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,chr2_42682589,chr2_42685933
chr2_42682589_42695764,,,,,,,,,,,,,,,,22.0,,,,,,,,,15.0,,,,1.0,,,,chr2_42682589,chr2_42695764
chr2_42697834_42704193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,5.0,chr2_42697834,chr2_42704193
chr2_42697834_42704196,,,,,,,,,,,,,,,,15.0,,,,,,,,,5.0,,,,,,,,chr2_42697834,chr2_42704196
chr2_43232882_43279764,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,chr2_43232882,chr2_43279764
chr2_43232882_43291695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,chr2_43232882,chr2_43291695
chr2_43783554_43794456,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,chr2_43783554,chr2_43794456
chr2_43783554_43787180,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_43783554,chr2_43787180
chr2_43794643_43795886,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,chr2_43794643,chr2_43795886
chr2_43794643_43795889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,chr2_43794643,chr2_43795889
chr2_43889876_43890222,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,chr2_43889876,chr2_43890222
chr2_43889876_43894544,4.0,,,,,,,,,,,,,,,,,54.0,,,,10.0,,,,,,,,,,,chr2_43889876,chr2_43894544
chr2_44346390_44359496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,chr2_44346390,chr2_44359496
chr2_44346390_44361523,,,,,,,,,,,,2.0,,,,,,,,,,,,20.0,,,,,,,,,chr2_44346390,chr2_44361523
chr2_46581591_46588074,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,chr2_46581591,chr2_46588074
chr2_46581591_46592474,,,,,,,,8.0,,,,11.0,,,197.0,,,,,,13.0,,,,,,1.0,,,,,,chr2_46581591,chr2_46592474
chr2_46592583_46616969,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,chr2_46592583,chr2_46616969
chr2_46592583_46612227,,,,,,,,51.0,,,,,,,295.0,,,,,,19.0,,,,,,,,,,,,chr2_46592583,chr2_46612227
chr2_46907969_46909022,,,,,,,,,,1.0,,,,,,,,168.0,,,2.0,,,,,,3.0,11.0,,,,,chr2_46907969,chr2_46909022
chr2_46907969_46915722,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,chr2_46907969,chr2_46915722
chr2_46909177_46915722,,,,,,,,,,22.0,,,,,,9.0,,36.0,,1.0,,,,,,,,,,,,,chr2_46909177,chr2_46915722
chr2_46909177_46915980,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,chr2_46909177,chr2_46915980
chr2_48498735_48505563,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_48498735,chr2_48505563
chr2_48498735_48507268,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,chr2_48498735,chr2_48507268
chr2_53765585_53786820,,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,chr2_53765585,chr2_53786820
chr2_53765585_53782048,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_53765585,chr2_53782048
chr2_53765585_53886283,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_53765585,chr2_53886283
chr2_53813073_53814542,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,chr2_53813073,chr2_53814542
chr2_53813073_53814859,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,chr2_53813073,chr2_53814859
chr2_55519916_55523720,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_55519916,chr2_55523720
chr2_55519916_55522101,,,,,,,2.0,9.0,,,4.0,,7.0,,,2.0,,,,,,,,,,,1.0,,5.0,,,,chr2_55519916,chr2_55522101
chr2_55577356_55578246,,,,,,,,3.0,,,,,,,,,,,,,,,17.0,,,28.0,,,10.0,,,,chr2_55577356,chr2_55578246
chr2_55577356_55579678,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,chr2_55577356,chr2_55579678
chr2_55875065_55876622,3.0,11.0,,,9.0,,,,,,,,,,38.0,2.0,,69.0,85.0,85.0,,28.0,210.0,8.0,,175.0,,,,,84.0,,chr2_55875065,chr2_55876622
chr2_55875065_55881611,7.0,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,11.0,,chr2_55875065,chr2_55881611
chr2_55922447_55922898,,,,,,,,,,,,,,,18.0,,,,28.0,15.0,,,,,,39.0,,,,3.0,,,chr2_55922447,chr2_55922898
chr2_55922447_55923710,,,,,,,,,,,,,,,,,,10.0,1.0,,,5.0,46.0,4.0,,27.0,,,,,28.0,,chr2_55922447,chr2_55923710
chr2_58048967_58057861,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,chr2_58048967,chr2_58057861
chr2_58048967_58084088,,,,,,,,,,,,,,,84.0,,,,,,,,,,,,,,,,,,chr2_58048967,chr2_58084088
chr2_61045851_61048471,,,,,,,,,,,,,,,6.0,,,,,,,,,39.0,,,,,,,,,chr2_61045851,chr2_61048471
chr2_61045851_61045992,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,chr2_61045851,chr2_61045992
chr2_61186497_61186616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,chr2_61186497,chr2_61186616
chr2_61186497_61187908,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_61186497,chr2_61187908
chr2_61883548_61885019,,16.0,,31.0,,,,11.0,,,,59.0,,,,41.0,,,,,,,,,,,11.0,,,,,,chr2_61883548,chr2_61885019
chr2_61883548_61888380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,chr2_61883548,chr2_61888380
chr2_64096610_64097061,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,chr2_64096610,chr2_64097061
chr2_64096610_64100397,,,,,,,,,,,10.0,3.0,,,,,,,,,,,10.0,,,,,,,,,,chr2_64096610,chr2_64100397
chr2_64100499_64104553,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_64100499,chr2_64104553
chr2_64100499_64104700,17.0,,,,,,,,,,,13.0,,,,,,,,,,,4.0,,,,,,,,,,chr2_64100499,chr2_64104700
chr2_65088690_65097970,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_65088690,chr2_65097970
chr2_65088690_65088938,19.0,8.0,21.0,30.0,5.0,9.0,,19.0,,10.0,,20.0,24.0,,124.0,46.0,,86.0,87.0,208.0,11.0,,9.0,12.0,66.0,97.0,12.0,,18.0,5.0,,12.0,chr2_65088690,chr2_65088938
chr2_65089070_65097970,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,chr2_65089070,chr2_65097970
chr2_65089070_65090982,14.0,62.0,,,,,,,,,,,18.0,,99.0,38.0,,88.0,88.0,155.0,8.0,,9.0,18.0,18.0,77.0,,7.0,,,,,chr2_65089070,chr2_65090982
chr2_65332051_65334114,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,chr2_65332051,chr2_65334114
chr2_65332051_65334604,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,chr2_65332051,chr2_65334604
chr2_66548019_66549791,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,chr2_66548019,chr2_66549791
chr2_66548019_66555670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,chr2_66548019,chr2_66555670
chr2_66548019_66567452,,,,,,,,,2.0,,,,,,,,,,,35.0,,,25.0,86.0,,,,,,,,,chr2_66548019,chr2_66567452
chr2_66568756_66569049,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,chr2_66568756,chr2_66569049
chr2_66568756_66571245,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,chr2_66568756,chr2_66571245
chr2_69849742_69854822,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_69849742,chr2_69854822
chr2_69849742_69861277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,chr2_69849742,chr2_69861277
chr2_73247926_73249818,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,chr2_73247926,chr2_73249818
chr2_73247926_73248990,,,,,11.0,,,18.0,,20.0,,,12.0,7.0,,40.0,,,,,2.0,,30.0,,,,,,,15.0,,,chr2_73247926,chr2_73248990
chr2_73734588_73736616,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,chr2_73734588,chr2_73736616
chr2_73734588_73737301,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,chr2_73734588,chr2_73737301
chr2_73901437_73902359,,17.0,,,41.0,,,,,,,,,27.0,,,,,,,,26.0,,,,,,,,,,,chr2_73901437,chr2_73902359
chr2_73901437_73908672,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_73901437,chr2_73908672
chr2_73927052_73938909,,,,,,,,,,,,,3.0,,,,,,,,,14.0,,,,,,,13.0,,,,chr2_73927052,chr2_73938909
chr2_73927052_73946718,14.0,,,,,8.0,,,,,,,,,,,,,,,,,27.0,,,,1.0,,,,,,chr2_73927052,chr2_73946718
chr2_73950732_73957124,,,,,,3.0,,6.0,,,,,7.0,,,,,,,,,22.0,,,,,,,,,,,chr2_73950732,chr2_73957124
chr2_73950732_73958145,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_73950732,chr2_73958145
chr2_74432666_74441705,,,4.0,,,,,14.0,,,4.0,,,,,,,,,,1.0,14.0,,,,,,,,,,,chr2_74432666,chr2_74441705
chr2_74432666_74439550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,chr2_74432666,chr2_74439550
chr2_75652657_75654735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,chr2_75652657,chr2_75654735
chr2_75652657_75661415,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,chr2_75652657,chr2_75661415
chr2_84906117_84906270,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_84906117,chr2_84906270
chr2_84906117_84906388,26.0,89.0,5.0,28.0,8.0,36.0,41.0,54.0,20.0,14.0,17.0,7.0,22.0,39.0,392.0,28.0,88.0,49.0,71.0,107.0,,4.0,80.0,148.0,90.0,348.0,17.0,28.0,11.0,8.0,91.0,9.0,chr2_84906117,chr2_84906388
chr2_85035155_85043563,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,chr2_85035155,chr2_85043563
chr2_85035155_85049365,,,,,,1.0,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,chr2_85035155,chr2_85049365
chr2_85377474_85387097,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_85377474,chr2_85387097
chr2_85377474_85389750,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,chr2_85377474,chr2_85389750
chr2_85559075_85561385,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,chr2_85559075,chr2_85561385
chr2_85559075_85560814,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,chr2_85559075,chr2_85560814
chr2_86134987_86136520,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,chr2_86134987,chr2_86136520
chr2_86134987_86136981,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,chr2_86134987,chr2_86136981
chr2_87455645_87480222,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,chr2_87455645,chr2_87480222
chr2_87455645_87521206,,,,,,4.0,,2.0,,,,,,,26.0,,,,,,,,112.0,17.0,,7.0,,,,,,,chr2_87455645,chr2_87521206
chr2_87455645_87583257,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,chr2_87455645,chr2_87583257
chr2_88179013_88180239,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_88179013,chr2_88180239
chr2_88179013_88182698,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_88179013,chr2_88182698
chr2_88183073_88185897,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,chr2_88183073,chr2_88185897
chr2_88183073_88185327,,,,31.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,chr2_88183073,chr2_88185327
chr2_88185479_88185897,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,chr2_88185479,chr2_88185897
chr2_88185479_88185550,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,chr2_88185479,chr2_88185550
chr2_8860764_8862270,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,chr2_8860764,chr2_8862270
chr2_8860764_8862589,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_8860764,chr2_8862589
chr2_8860764_8864169,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_8860764,chr2_8864169
chr2_9406905_9407448,,,,,,,,,,,,8.0,,,,17.0,,,,,,,,,,,,,,,,,chr2_9406905,chr2_9407448
chr2_9406905_9408112,,,,,,,,,,,,,,,78.0,,,,,,,,,,,,,,,,,,chr2_9406905,chr2_9408112
chr2_9474647_9478221,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,chr2_9474647,chr2_9478221
chr2_9474647_9481285,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,chr2_9474647,chr2_9481285
chr2_95106457_95108253,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,2.0,,,,,chr2_95106457,chr2_95108253
chr2_95106457_95108174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,chr2_95106457,chr2_95108174
chr2_95886244_95887924,7.0,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,chr2_95886244,chr2_95887924
chr2_95886244_95929071,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_95886244,chr2_95929071
chr2_95888120_95889798,23.0,,,,,,,8.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,chr2_95888120,chr2_95889798
chr2_95888120_95910372,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_95888120,chr2_95910372
chr2_95888120_95923494,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,chr2_95888120,chr2_95923494
chr2_95888120_95929071,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,chr2_95888120,chr2_95929071
chr2_95888120_95935453,,,,,,3.0,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,chr2_95888120,chr2_95935453
chr2_96268658_96269267,,,,,,,,8.0,,,,,,,,34.0,,,,,,,,,,,,,,,,,chr2_96268658,chr2_96269267
chr2_96268658_96269334,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,chr2_96268658,chr2_96269334
chr2_96547517_96549320,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_96547517,chr2_96549320
chr2_96547517_96549752,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,chr2_96547517,chr2_96549752
chr2_96734526_96737948,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,22.0,,chr2_96734526,chr2_96737948
chr2_96734526_96738017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,chr2_96734526,chr2_96738017
chr2_97084277_97090108,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_97084277,chr2_97090108
chr2_97084277_97085698,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,chr2_97084277,chr2_97085698
chr2_97187226_97187328,4.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,4.0,,,,,,chr2_97187226,chr2_97187328
chr2_97187226_97189217,,,1.0,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,chr2_97187226,chr2_97189217
chr2_97191006_97191108,1.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,chr2_97191006,chr2_97191108
chr2_97191006_97209799,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,chr2_97191006,chr2_97209799
chr2_97194754_97194844,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,chr2_97194754,chr2_97194844
chr2_97194754_97204190,,,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_97194754,chr2_97204190
chr2_97200525_97202201,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_97200525,chr2_97202201
chr2_97200525_97205939,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_97200525,chr2_97205939
chr2_97545738_97549585,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_97545738,chr2_97549585
chr2_97545738_97545832,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_97545738,chr2_97545832
chr2_98608726_98609642,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_98608726,chr2_98609642
chr2_98608726_98609755,,,,,,3.0,,,,,,,3.0,,,,,,,25.0,,,,,,,,,,,,2.0,chr2_98608726,chr2_98609755
chr2_99327653_99332983,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr2_99327653,chr2_99332983
chr2_99327653_99333021,,,,,,,,,,,,,,,87.0,,,,,,,,,,,,,,,,,,chr2_99327653,chr2_99333021
chr2_99337589_99360235,,,3.0,10.0,,,,2.0,,,,,9.0,,,,,,,,,,23.0,,,,,,14.0,,,,chr2_99337589,chr2_99360235
